emp_no,first_name,last_name,title,from_date,salary,rnum
80859,Ottavia,Krychniak,Senior Engineer,1995-10-05,76924,1
80862,Serenella,Improta,Senior Staff,1996-06-11,62569,1
80864,Radhia,Birnbaum,Senior Staff,1989-01-08,77882,1
80869,Ishfaq,Randi,Senior Engineer,1998-07-08,40000,1
80873,Marsal,Nishimukai,Senior Staff,1994-08-26,100843,1
80894,Kousuke,Georgakopoulos,Senior Engineer,1986-07-03,42225,1
80923,Yaghout,Kavanagh,Senior Staff,2001-01-17,40000,1
80929,Nevio,Kading,Senior Staff,1996-12-04,44744,1
80931,Breannda,Garigliano,Senior Engineer,1992-10-26,50426,1
80935,Terresa,Birke,Senior Engineer,1993-03-10,77408,1
80940,Kazuhiko,Smeets,Senior Engineer,1997-10-01,67764,1
80955,Marc,Fioravanti,Senior Staff,1988-11-12,40000,1
80958,Geoffry,Prenel,Senior Engineer,1992-10-01,46713,1
80962,Ute,Broder,Senior Staff,1995-08-17,52745,1
80971,Mountaz,Rijckaert,Senior Engineer,1992-07-21,40000,1
80977,Mana,Danner,Senior Engineer,1994-12-18,59776,1
80980,Hyuncheol,Stentiford,Senior Staff,1991-08-23,40000,1
80981,Fumitake,Niizuma,Assistant Engineer,1993-11-18,40000,1
80987,Zito,Gulla,Senior Engineer,2000-01-04,40000,1
80991,Marco,Schreiter,Senior Staff,1995-08-29,61478,1
80997,Krister,Viele,Engineer,1997-03-14,77892,1
81000,Neelam,Thisen,Senior Engineer,2001-10-23,51362,1
81001,Toshimori,Krider,Senior Staff,1995-12-05,46872,1
81006,Atreye,Pagter,Senior Staff,1987-02-20,59174,1
81007,Mototsugu,Rande,Staff,1996-03-06,54177,1
81015,Marke,Breugel,Senior Engineer,1992-12-09,52989,1
81031,Fumiya,Bennet,Senior Staff,1985-11-07,40000,1
81036,Alassane,Fargier,Technique Leader,1986-12-20,40000,1
81047,Masaki,Dulay,Senior Engineer,1993-07-15,58336,1
81050,Moti,Sridhar,Senior Engineer,1999-06-21,40000,1
81052,Ziya,Levergood,Staff,1997-05-27,46518,1
81079,Nahla,Mellouli,Senior Staff,2002-07-07,53145,1
81104,Marc,Grabner,Technique Leader,1985-02-06,40000,1
81106,Haldon,Ginesta,Technique Leader,1997-01-05,56248,1
81142,Heon,Zastre,Senior Staff,1998-09-27,40000,1
81149,Tianruo,Georg,Engineer,1994-09-29,40000,1
81157,Aleksander,Zykh,Staff,1999-12-03,73371,1
81158,Filipp,Percebois,Senior Engineer,1987-09-22,40469,1
81166,Tayeb,Przulj,Senior Staff,1993-12-10,47902,1
81176,Parto,Niizuma,Technique Leader,1988-04-04,40000,1
81177,Bodh,Berendt,Assistant Engineer,1998-10-02,68201,1
81185,Takushi,Kossowski,Senior Engineer,1993-03-13,43609,1
81189,Serge,Broomell,Senior Staff,1991-04-13,67012,1
81207,Barry,Hofstetter,Senior Engineer,1991-07-02,85231,1
81218,Nectarios,Impagliazzo,Senior Engineer,1997-12-26,63558,1
81245,Matk,Krzyzanowski,Engineer,1996-01-17,40000,1
81250,Jixiang,Zweizig,Staff,1987-06-21,54971,1
81261,Marin,Garnham,Senior Engineer,1993-11-06,40000,1
81271,Kendra,Bade,Senior Staff,1995-12-03,54625,1
81292,Ortrun,Copas,Senior Engineer,1986-11-08,42889,1
81299,Visit,Ghemri,Senior Staff,1997-05-31,50676,1
81303,Ghassan,Berstel,Senior Staff,1994-04-10,70323,1
81324,Marl,Rossi,Engineer,1996-07-05,42237,1
81329,Divine,Gire,Senior Engineer,1986-07-22,40000,1
81340,Baocai,Poehlman,Senior Staff,1992-09-23,82277,1
81344,Leif,Hiraishi,Engineer,1999-08-14,48782,1
81358,Premal,Quadeer,Senior Staff,1993-05-23,95018,1
81363,Selwyn,McAffer,Senior Staff,1990-04-11,85442,1
81368,Frederique,Ghemri,Senior Engineer,2000-08-27,40818,1
81375,Chuanti,dAstous,Senior Engineer,1998-01-10,61148,1
81376,Gunilla,Fabrizio,Senior Engineer,1997-05-17,49909,1
81401,Monique,Kaltofen,Senior Staff,2000-03-18,45372,1
81408,Atreye,Picaronny,Senior Staff,1996-01-25,74543,1
81411,Eben,Stenning,Senior Engineer,1996-08-11,40445,1
81430,Jackson,Milicia,Senior Staff,2000-01-10,49769,1
81432,Hideyuki,Veldwijk,Senior Engineer,1996-07-12,76081,1
81449,Arve,Halloran,Senior Staff,1993-01-10,55086,1
81479,Girolamo,Vuskovic,Senior Engineer,2000-07-29,42719,1
81494,Hatsukazu,Litzkow,Technique Leader,1986-11-21,40000,1
81500,Aran,Katzenelson,Senior Staff,1996-04-29,40000,1
81503,Kolar,Rabejac,Senior Engineer,1993-10-23,61837,1
81508,Bokyung,Janocha,Senior Staff,1993-12-17,62610,1
81509,Munehiko,Trachtenberg,Senior Engineer,1996-09-04,40000,1
81512,Kenton,Leppanen,Engineer,1993-03-13,40000,1
81519,Udi,Jumpertz,Senior Staff,1993-07-20,40000,1
81540,Emran,Manderick,Senior Staff,1994-11-15,62658,1
81543,Jianhui,Ishibashi,Senior Staff,1996-11-21,74442,1
81549,Takahira,Leslie,Senior Engineer,1994-11-04,47207,1
81553,Adin,Fortenbacher,Senior Staff,1995-04-23,40000,1
81558,Xiaoheng,Varman,Senior Staff,1997-06-11,54444,1
81572,Ingemar,DiGiano,Senior Engineer,1994-07-07,40000,1
81587,Mani,Pluym,Senior Engineer,1996-02-07,40000,1
81589,Bernd,Wilfing,Senior Engineer,1997-06-03,40000,1
81592,Monique,Rehfuss,Senior Staff,1985-09-30,75008,1
81594,Saddek,Spinelli,Technique Leader,1991-03-30,40000,1
81599,Oldrich,Emmerich,Senior Staff,1997-06-08,40830,1
81620,Udaiprakash,Takkinen,Senior Engineer,1999-02-20,40000,1
81645,Jasminko,Reinhart,Senior Engineer,1992-09-27,40000,1
81648,Jungsoon,Doering,Senior Engineer,1994-02-19,58756,1
81649,Xuedong,Krohn,Senior Staff,1992-04-17,62028,1
81653,Adit,Brobst,Senior Engineer,2001-04-19,40000,1
81660,Arno,Schaap,Senior Staff,1986-01-29,40000,1
81672,Kazuhito,Aloia,Engineer,1998-09-25,40000,1
81676,Sham,Wrigley,Senior Staff,1999-08-11,49226,1
81710,Girolamo,Hennings,Senior Staff,1996-05-31,48749,1
81718,Koldo,Laurillard,Senior Staff,1988-12-13,51886,1
81730,Sergi,DuBourdieux,Senior Staff,2000-12-16,90708,1
81747,Vitali,Tanemo,Staff,1996-02-14,80349,1
81751,Ulises,Salinas,Staff,1997-01-01,40000,1
81755,Peer,Beeson,Senior Staff,2002-02-26,40000,1
81785,Patricia,Rando,Senior Staff,1992-01-24,65584,1
81805,Gianluca,Bail,Senior Engineer,2001-10-28,57069,1
81810,Baruch,Schaap,Technique Leader,1985-04-12,48511,1
81815,Chaitali,Kuhnemann,Senior Engineer,1999-06-29,45896,1
81817,Demos,Aloia,Senior Engineer,1994-06-12,76190,1
81827,Huai,Gluchowski,Technique Leader,1986-09-04,40000,1
81832,Woody,Gadepally,Staff,1996-02-12,40000,1
81839,Leah,Curless,Senior Engineer,2001-04-30,40000,1
81847,Ymte,Figueira,Senior Engineer,1985-08-04,40000,1
81849,Debatosh,Bednarek,Senior Staff,1998-08-24,66528,1
81851,Dante,Heystek,Senior Engineer,1993-12-25,40000,1
81856,Masamitsu,Maierhofer,Senior Staff,1997-05-01,40000,1
81861,Tesuro,Walstra,Senior Engineer,1994-11-15,54826,1
81876,Chenye,Shackell,Senior Staff,1994-10-29,62125,1
81885,Aamod,Walston,Engineer,1994-11-30,56428,1
81894,Limsoon,Murtagh,Staff,1986-08-17,40000,1
81896,Kwan,Bashian,Senior Engineer,1996-11-10,40000,1
81907,Jouko,Merkl,Staff,1999-05-09,59700,1
81937,Hironoby,Melichar,Senior Engineer,1988-04-20,66422,1
81940,Ioana,Siksek,Senior Engineer,1991-01-15,46693,1
81944,Matk,Valtorta,Senior Staff,1994-11-16,55127,1
81973,Shigenori,Panienski,Senior Staff,1992-08-21,80865,1
81981,Weicheng,Welham,Engineer,1998-07-19,72635,1
81985,Candida,Reeken,Technique Leader,1987-09-12,46275,1
81988,Lene,Pews,Senior Staff,1991-04-15,46216,1
81998,Mari,Iwayama,Senior Staff,1996-05-25,53285,1
81999,Mabhin,Vigier,Senior Staff,1996-07-17,40000,1
82002,King,Farris,Senior Staff,1993-05-23,67766,1
82003,Saeko,Tomescu,Senior Engineer,2000-10-23,40000,1
82024,Yongqiao,Grospietsch,Senior Engineer,1991-11-04,40000,1
82027,Henk,Ellozy,Senior Staff,1994-11-07,73428,1
82037,Shahar,Streit,Senior Engineer,1986-11-30,42008,1
82040,Avishai,Velasco,Senior Engineer,1997-01-10,60276,1
82045,Tse,Bolsens,Senior Engineer,1993-07-31,40000,1
82052,Lidong,Rahier,Senior Staff,1996-07-12,62201,1
82059,Satosi,Ecklund,Senior Staff,1994-06-24,40000,1
82060,Arvind,Michaeli,Engineer,1998-02-03,50525,1
82063,Shaunak,Plump,Engineer,1998-09-06,42422,1
82065,Christophe,Anger,Senior Engineer,1988-06-26,40000,1
82066,Masasuke,Birch,Senior Staff,1996-01-17,40000,1
82107,Gunilla,Heping,Senior Staff,2000-04-02,67208,1
82110,Vugranam,Gecsel,Senior Staff,1995-11-10,48328,1
82116,Chiradeep,Shiratori,Senior Engineer,1994-09-18,40120,1
82123,Tokuyasu,Dayana,Senior Engineer,1987-09-24,43027,1
82130,Maia,Nergos,Senior Staff,1995-01-04,79273,1
82131,Mayuko,Kulisch,Senior Staff,1995-07-30,73262,1
82137,Panayotis,Thibadeau,Senior Staff,1991-03-17,56370,1
82139,Satoru,Zucker,Senior Engineer,1992-12-17,68313,1
82140,Shem,Peir,Staff,1985-08-10,59357,1
82144,Marek,Dusink,Senior Staff,1990-05-11,40694,1
82151,Keiichiro,Terekhov,Senior Staff,2000-05-15,74789,1
82152,Doohun,Ferretti,Senior Engineer,1996-02-10,42406,1
82177,IEEE,Vilarrasa,Senior Engineer,1991-09-20,40000,1
82197,Make,Guenter,Engineer,1986-12-15,40000,1
82206,Yishay,Majewski,Senior Engineer,2001-11-29,40000,1
82211,Sugwoo,Melter,Senior Engineer,1988-09-18,59316,1
82227,Xiaocheng,Sethi,Senior Engineer,1999-04-26,52214,1
82234,Christoper,Woycyznski,Senior Engineer,1993-08-19,40331,1
82255,Amabile,Sudbeck,Senior Staff,1993-04-30,40000,1
82256,Jacopo,Henseler,Senior Engineer,1995-02-05,40000,1
82257,Hugo,Linares,Engineer,1998-04-14,57219,1
82263,Vishv,Haumacher,Staff,1996-07-03,77210,1
82305,Mahmut,Biros,Senior Engineer,1997-01-18,40823,1
82307,Elliott,Sridhar,Engineer,1988-08-10,46252,1
82309,Hideyuki,Ramsak,Senior Staff,1995-01-19,79725,1
82310,Jinxi,Panangaden,Senior Engineer,1990-02-21,40000,1
82315,Paris,Apsitis,Engineer,1987-12-29,77856,1
82318,Branimir,Hashii,Senior Staff,1994-03-20,45105,1
82324,Ashish,Knightly,Staff,1997-03-16,62431,1
82339,Jeanna,Schrift,Senior Engineer,1988-01-15,40000,1
82341,Naftali,Czap,Engineer,1993-08-19,65614,1
82349,Tsz,Birjandi,Senior Staff,1996-08-17,63760,1
82350,Nahla,Stifter,Senior Engineer,1995-07-19,40000,1
82354,Badri,Trogemann,Senior Staff,1999-09-05,76493,1
82367,Miyeon,Halloran,Staff,1997-10-28,66101,1
82371,Frederique,Erev,Senior Staff,1986-05-17,69470,1
82385,Sanjai,Biran,Staff,1998-11-18,75274,1
82388,Munehiko,Zucker,Senior Engineer,2000-04-17,40000,1
82391,Mayuko,McAffer,Senior Staff,1995-12-20,83099,1
82397,Mart,Peris,Senior Staff,1994-04-11,70248,1
82401,Fen,Ruemmler,Senior Staff,1993-11-15,40000,1
82422,Tesuya,Falby,Senior Staff,1994-03-19,52364,1
82443,Vincent,Perry,Senior Engineer,1994-02-14,40283,1
82458,Barun,Peres,Senior Staff,1994-11-23,92245,1
82460,Claude,Zhang,Senior Engineer,1992-05-09,40000,1
82466,Serge,Brookner,Staff,1988-08-24,76176,1
82491,Lalit,Lorho,Engineer,1999-05-20,43978,1
82498,Jianwen,Bojadziev,Technique Leader,1987-09-05,51288,1
82530,Ioana,Morton,Senior Staff,1999-05-06,40000,1
82544,Eberhardt,Keirsey,Senior Staff,1997-04-05,64649,1
82553,Barry,Georgakopoulos,Staff,1996-03-25,59256,1
82555,Fabrizio,Kavraki,Senior Engineer,1995-04-14,50496,1
82557,Cheong,McClure,Technique Leader,1996-08-17,53070,1
82566,Mary,Portugali,Senior Engineer,2000-03-03,40000,1
82568,Giri,Flanders,Senior Staff,1993-05-08,66444,1
82571,Padma,Argence,Senior Engineer,1998-04-01,55947,1
82572,Moie,Brattka,Senior Staff,1993-04-01,72854,1
82573,Genevieve,Berendt,Staff,1998-05-19,52671,1
82585,Berry,Bodoff,Senior Staff,1991-06-28,52198,1
82591,Ugo,Lampe,Senior Engineer,1993-08-07,40627,1
82595,Valdiodio,Zeleznik,Senior Staff,2000-06-02,40000,1
82598,Palash,Chenoweth,Senior Engineer,1992-05-25,40000,1
82599,Yefim,Conta,Assistant Engineer,1999-04-15,40000,1
82601,Munehiko,Nitto,Senior Engineer,1996-08-18,49779,1
82609,Kazuhide,Marzano,Senior Staff,1992-06-02,70316,1
82614,Hiroyasu,Segond,Senior Staff,1991-12-05,51556,1
82631,Shunichi,Bugrara,Staff,1987-01-20,59129,1
82634,Volkmar,Plesums,Technique Leader,1986-01-27,57262,1
82644,Kellyn,Pleszkun,Senior Engineer,1999-08-23,43420,1
82668,Feipei,Menhardt,Senior Staff,1986-05-23,78317,1
82677,Adil,Decaestecker,Staff,1992-06-03,69183,1
82678,Poorav,Haldar,Senior Engineer,1997-06-21,42570,1
82683,Pantung,Dayang,Senior Staff,2002-03-19,45702,1
82705,Ingmar,Ladret,Senior Staff,1993-06-16,55678,1
82708,Rajmohan,Basagni,Senior Staff,1993-03-08,40000,1
82721,Arvind,Showalter,Senior Staff,1997-04-25,40000,1
82723,Maya,Azumi,Engineer,1999-08-04,46617,1
82737,Kien,Mamelak,Technique Leader,1994-02-01,43412,1
82747,Kankanahalli,Danlos,Engineer,1995-01-21,62325,1
82751,Nirmal,Haumacher,Senior Engineer,1995-08-08,56621,1
82755,Takahira,Barriga,Staff,1985-10-04,40000,1
82760,Weiwu,Dulay,Senior Engineer,1992-12-11,53678,1
82761,Mabry,Underwood,Senior Staff,1995-01-22,79517,1
82796,Bilhanan,Verhaegen,Staff,1987-03-27,40000,1
82808,Sumant,Reinhart,Senior Engineer,1985-09-11,59495,1
82821,Bokyung,Cappelletti,Senior Engineer,1987-02-17,52303,1
82831,Bader,Melski,Senior Staff,1986-09-13,40000,1
82834,Kersti,Lieblein,Senior Engineer,1991-06-05,49684,1
82835,Jaber,Dredge,Senior Engineer,1995-04-17,40000,1
82849,Makato,VanScheik,Senior Staff,1992-10-12,40000,1
82858,True,Taubman,Senior Staff,1995-06-25,62709,1
82859,Erez,Gluchowski,Senior Engineer,1997-10-25,41136,1
82875,Domenick,Terekhov,Senior Staff,1994-10-21,68890,1
82886,Rayond,Pettis,Senior Engineer,1998-04-29,45914,1
82889,Arif,Farrag,Staff,1997-01-16,74761,1
82893,Junsik,Unni,Senior Staff,1995-07-21,40000,1
82901,Susanna,Spieker,Engineer,1995-07-05,40000,1
82911,Irena,Bierman,Staff,1999-11-05,51677,1
82913,Luerbio,Gammage,Senior Engineer,1986-01-31,56956,1
82956,Sudhanshu,Sundgren,Senior Staff,1994-08-03,62554,1
82979,Magdalena,Yeung,Technique Leader,1999-03-24,55263,1
82981,Fayez,Mitina,Senior Engineer,1996-01-30,40000,1
82996,Shahab,Ramras,Senior Engineer,1994-11-07,40000,1
82997,Ramachenga,Zlotek,Assistant Engineer,1993-11-17,51285,1
82998,Mary,Linares,Senior Staff,1990-03-26,83031,1
83000,Apostol,Talmor,Senior Engineer,1993-08-26,53876,1
83006,Miyeon,Pelz,Senior Staff,1986-10-18,92113,1
83009,Francesca,Gerteisen,Senior Staff,1993-01-15,74370,1
83018,Ohad,Kitsuregawa,Senior Engineer,1994-12-21,40000,1
83023,Kensei,McDermid,Senior Staff,1997-01-07,45003,1
83035,Mart,Lamparter,Technique Leader,1992-05-09,40000,1
83039,Yonghong,Facello,Senior Staff,2001-06-15,40000,1
83057,Niteen,Passafiume,Senior Staff,1993-12-19,65901,1
83068,Cristinel,Kawashima,Senior Engineer,2000-10-27,40000,1
83071,Nidapan,Ranft,Senior Staff,1992-10-02,61293,1
83092,Bernt,Kranzdorf,Senior Engineer,1993-04-20,40000,1
83106,Limsoon,Wossner,Senior Engineer,1997-10-19,61831,1
83123,Aemilian,Randt,Staff,1997-09-01,67005,1
83125,Frederique,Staudhammer,Senior Engineer,1993-05-12,47582,1
83126,Marla,Khamsi,Senior Engineer,1994-02-08,40000,1
83131,Guoxiang,Falco,Senior Staff,1998-08-15,40000,1
83167,Nagui,Chachaty,Senior Staff,1997-07-14,40000,1
83168,Yechiam,Danner,Senior Staff,1993-07-07,40000,1
83169,Tsz,Buescher,Staff,1987-01-28,49865,1
83179,Jaques,Ermel,Senior Staff,1997-08-31,40000,1
83194,Vidar,Bridgland,Senior Staff,2002-01-30,69724,1
83210,Seongbae,Zockler,Senior Engineer,2002-02-03,43418,1
83230,Jaana,Lammel,Senior Engineer,1997-11-11,73171,1
83232,Satyanarayana,Chimia,Senior Engineer,1996-06-21,64212,1
83244,Constantine,Hiroyama,Senior Staff,1992-09-17,40000,1
83260,Premsyl,Markovitch,Senior Staff,1987-06-25,40000,1
83273,Berna,Sidhu,Staff,1992-03-25,43084,1
83284,Genta,Ghalwash,Senior Engineer,1991-12-12,50036,1
83294,Gudjon,Petersohn,Technique Leader,1997-06-21,64722,1
83296,Pascal,Lorin,Technique Leader,1987-04-26,42320,1
83310,Tsvetan,Valette,Senior Engineer,1998-05-02,40000,1
83326,Rajmohan,Schlegelmilch,Senior Engineer,1994-06-01,40000,1
83328,Ute,Demri,Senior Engineer,1998-08-30,40000,1
83334,Arno,Thebaut,Senior Staff,1985-05-31,61530,1
83336,Ewing,Zongker,Staff,1999-01-06,67867,1
83337,Shuichi,Schrift,Staff,1999-01-10,47609,1
83348,Bokyung,Kuszyk,Senior Engineer,1986-09-16,40000,1
83356,Vishwani,Begiun,Senior Engineer,1997-03-20,56716,1
83375,Anestis,Kenevan,Assistant Engineer,1998-05-19,42336,1
83381,Dietrich,Borovoy,Senior Engineer,1995-05-07,62274,1
83385,Berry,Falco,Senior Staff,1997-05-09,58584,1
83392,Evgueni,Junet,Senior Engineer,1996-03-29,58672,1
83408,Brewster,Pettey,Senior Engineer,1999-01-31,53477,1
83411,Tonny,Swiss,Senior Staff,1996-05-15,58351,1
83436,Ult,Serdy,Assistant Engineer,1999-09-07,53451,1
83443,Shigeu,Nooteboom,Senior Engineer,1994-07-14,73539,1
83448,Heping,Polajnar,Senior Staff,1999-05-20,40000,1
83478,Goa,Budinsky,Senior Staff,1986-04-06,40000,1
83493,Oksana,Danlos,Senior Engineer,1985-05-30,44182,1
83506,Mohamadou,Lamma,Senior Engineer,1994-07-01,40000,1
83507,Shugo,Chimia,Senior Staff,1995-08-22,40000,1
83515,Fay,Collavizza,Senior Engineer,1987-12-30,54211,1
83531,DAIDA,Pezzoli,Senior Staff,1996-02-22,41399,1
83546,Maha,Kawashimo,Senior Engineer,1991-04-12,51339,1
83557,Elvis,Candan,Engineer,1995-04-09,45581,1
83565,Nevio,Beidas,Senior Staff,1995-06-09,40000,1
83569,Jiafu,Peroz,Senior Engineer,1991-08-18,41576,1
83573,Slavian,Thummel,Senior Engineer,1992-04-15,40000,1
83574,Gonzalo,Masamoto,Senior Staff,1994-10-10,40000,1
83576,Mayumi,Cronan,Senior Engineer,1994-12-19,40726,1
83582,Moie,Serna,Engineer,1996-05-11,40000,1
83584,Bojan,Weiland,Senior Engineer,2000-02-15,50059,1
83585,Susuma,Himler,Senior Engineer,1993-12-03,53364,1
83592,Georgy,Baek,Senior Engineer,1998-02-01,62681,1
83595,Divine,Koshino,Senior Engineer,1993-03-25,40000,1
83597,Sajjan,Llado,Senior Staff,1998-04-18,60964,1
83605,Persi,Fordan,Engineer,1995-12-25,46952,1
83629,Tamiya,Fabrizio,Senior Engineer,1987-06-10,50455,1
83634,Danae,Randi,Senior Staff,1993-06-24,40000,1
83643,Jinxi,Tsukune,Engineer,1998-11-09,43995,1
83650,Mariangiola,Raoux,Senior Engineer,1997-03-13,46907,1
83665,Horward,Knightly,Staff,1988-11-26,70808,1
83669,Kasidit,Zlotek,Senior Engineer,1986-09-07,40000,1
83691,Siamak,Luga,Engineer,1988-09-01,43510,1
83699,Fayez,Luby,Senior Staff,1999-06-09,41500,1
83715,Zeydy,Steinauer,Engineer,1996-10-16,40000,1
83725,Abdulah,Asmuth,Senior Engineer,1993-01-27,47926,1
83726,Premsyl,Chiola,Staff,1997-07-08,40000,1
83730,Dharmaraja,Lorie,Senior Staff,1985-12-20,71048,1
83745,Odoardo,Mitzlaff,Technique Leader,1989-01-12,40000,1
83750,Zsolt,Gulik,Engineer,1996-04-06,41401,1
83757,Radhia,Zielinski,Senior Engineer,1995-03-20,40000,1
83763,Caolyn,Casperson,Senior Engineer,1994-02-12,45832,1
83768,Mark,Ariola,Senior Staff,1995-03-05,62465,1
83776,Irene,Onuegbe,Senior Staff,1991-08-09,40000,1
83778,Premsyl,Nitto,Senior Staff,1994-04-14,79320,1
83783,Mayuri,Baranowski,Senior Staff,1990-06-27,41274,1
83792,Otmar,Nishimukai,Senior Staff,2001-10-08,40000,1
83797,Kazuhisa,Fontan,Senior Staff,1997-12-04,58691,1
83798,Shigeo,Kropp,Senior Engineer,1994-11-09,40000,1
83804,Iara,Kragelund,Senior Engineer,1997-02-06,55402,1
83806,Froduald,Kumaresan,Senior Engineer,1999-08-23,58478,1
83808,Danel,Setiz,Senior Staff,1995-01-23,63640,1
83822,Menkae,Haddadi,Senior Engineer,1996-09-06,40000,1
83824,Shin,Ananiadou,Senior Engineer,1986-08-23,40000,1
83829,Cristinel,Zielinski,Senior Staff,1995-03-15,80200,1
83850,Mooi,Bugaenko,Senior Staff,1994-04-17,57218,1
83856,Udi,Ernst,Senior Staff,1998-06-04,49670,1
83858,Gregory,Matzke,Engineer,1995-12-14,48144,1
83862,Lech,Muniz,Senior Engineer,1998-06-30,40000,1
83873,Jaihie,Bednarek,Senior Staff,1994-04-14,57181,1
83875,Neelam,Herber,Senior Staff,1995-09-17,43704,1
83881,Gino,Michaels,Engineer,1995-05-09,40000,1
83887,Doohun,Ciolek,Senior Staff,1994-03-17,60749,1
83895,Hyuncheol,Pettey,Technique Leader,1988-03-27,40000,1
83898,Erzsebet,England,Technique Leader,1985-09-04,40000,1
83905,Alejandra,Savasere,Senior Staff,1992-05-12,40000,1
83910,Zdislav,Flexer,Technique Leader,1988-12-25,58247,1
83923,Bedir,Garnham,Engineer,1996-02-13,68389,1
83932,Yinlin,Gils,Senior Engineer,1994-06-13,40000,1
83934,Mabhin,Edelhoff,Senior Engineer,2000-12-13,59927,1
83937,Lunjin,Munro,Engineer,1988-11-04,63051,1
83949,Tomokazu,Biran,Engineer,1998-01-13,40000,1
83980,Zhigen,Vrecion,Senior Engineer,1994-06-24,52391,1
83986,Danae,Cusworth,Senior Staff,1993-04-08,57558,1
83988,Georg,Kruskal,Senior Staff,1991-04-16,40000,1
84000,Val,Antonakopoulos,Senior Engineer,1989-07-05,43262,1
84012,Marko,Salvesen,Engineer,1995-10-02,41642,1
84025,Ugo,Ariola,Technique Leader,1987-01-20,40000,1
84042,Gita,Maraist,Senior Staff,1993-09-15,40000,1
84048,Lillian,Portugali,Technique Leader,1985-06-21,54303,1
84051,Kirk,Taubman,Staff,1999-07-11,92392,1
84058,Huai,Rajcani,Senior Engineer,1985-06-18,53446,1
84061,Khaled,Gopalakrishnan,Senior Staff,1992-07-31,46453,1
84062,Shuichi,Comyn,Senior Engineer,1994-07-17,51602,1
84066,Jianhui,Thambidurai,Senior Engineer,1994-08-15,64476,1
84098,Shalesh,Merle,Senior Staff,1994-03-23,69295,1
84111,Shir,Serov,Engineer,1992-12-11,45815,1
84114,Gaetan,Naudin,Senior Engineer,2001-08-26,40000,1
84137,Genevieve,Baik,Senior Staff,1995-10-18,40000,1
84139,Fabrizio,Walston,Engineer,1988-04-05,40000,1
84144,Radhia,Wursthorn,Senior Staff,1987-03-24,75081,1
84146,Xiaoqiu,Vecchio,Engineer,1988-12-03,40000,1
84160,Jaideep,Sherertz,Staff,1995-08-16,66613,1
84188,Serenella,Holburn,Senior Engineer,1996-11-05,68663,1
84202,Atreye,Serre,Senior Engineer,1993-10-29,40800,1
84219,DeForest,Vuskovic,Senior Staff,2000-07-02,83323,1
84242,Tremaine,Panienski,Senior Staff,1995-10-04,41226,1
84255,Ramalingam,Nations,Senior Staff,1993-06-05,44357,1
84260,Gunilla,Boreale,Technique Leader,1991-11-09,53415,1
84263,Jackson,Henseler,Senior Staff,1998-09-20,68464,1
84283,Gal,Slaats,Engineer,1999-06-10,40000,1
84285,Jaroslava,Velardi,Senior Staff,1986-04-22,40000,1
84295,Hercules,Himler,Engineer,1988-11-17,42439,1
84318,Shin,Lally,Senior Staff,1996-01-01,56043,1
84320,Arve,Koyama,Staff,1997-06-08,40000,1
84322,Berto,Gide,Engineer,1999-09-29,54114,1
84331,Ziyad,Rousseau,Staff,1999-11-10,54627,1
84335,Bernice,Dayang,Senior Engineer,1993-11-02,61668,1
84340,Moriyoshi,Granlund,Senior Staff,1997-08-15,73658,1
84353,Genta,Pesch,Staff,1999-06-02,47415,1
84361,Zijian,Boudaillier,Engineer,1985-10-02,46848,1
84362,JoAnne,Maccarone,Technique Leader,1989-06-12,44300,1
84370,Fei,Reghbati,Senior Staff,1986-03-08,80774,1
84382,Harjit,Wallrath,Senior Engineer,1987-10-18,40000,1
84388,Chikako,Sifakis,Engineer,2001-10-14,40621,1
84393,Marke,Yemenis,Senior Staff,1990-04-23,69190,1
84394,Kersti,Beznosov,Engineer,1997-03-01,51729,1
84408,Itzchak,Kruskal,Senior Staff,1995-12-01,59996,1
84412,Somnath,Delgrande,Senior Staff,1987-06-28,49040,1
84416,Satosi,Lanphier,Senior Staff,1997-10-19,64211,1
84419,Hailing,Foote,Senior Engineer,1986-04-21,40000,1
84427,IEEE,Valiente,Senior Engineer,1985-04-08,60946,1
84458,Toshiko,Molenkamp,Engineer,1985-03-13,48076,1
84459,Amalendu,Barreiro,Engineer,1998-11-13,40000,1
84475,Kien,Erni,Assistant Engineer,1997-03-01,42343,1
84487,Apostol,Hashii,Senior Engineer,1992-12-16,40203,1
84502,Murthy,Tomescu,Engineer,1999-02-01,52094,1
84510,Matt,Leaver,Technique Leader,1988-03-17,48914,1
84552,Pramod,Sidou,Engineer,1999-04-29,42753,1
84553,Ekawit,Lamparter,Senior Engineer,1986-07-31,51218,1
84578,Shigeaki,Chorvat,Senior Staff,1992-10-08,40000,1
84596,Poornachandra,Picht,Technique Leader,1986-05-26,43574,1
84606,Gully,Kawashimo,Senior Engineer,1993-02-17,40000,1
84621,Weiye,Ducloy,Senior Staff,1987-04-06,74079,1
84629,Heon,Kaltofen,Senior Staff,1986-12-18,45380,1
84648,Piyush,Siepmann,Staff,1988-07-22,40000,1
84656,Danai,Lubachevsky,Senior Engineer,1991-09-27,40000,1
84662,Sanjeeva,Kalafatis,Senior Staff,1999-10-04,77645,1
84671,Lenore,Dalphin,Senior Engineer,1993-03-27,40872,1
84672,Mihalis,Lamparter,Senior Staff,1988-07-29,71359,1
84685,Alejandra,Jullig,Senior Engineer,1992-07-13,42585,1
84686,Rosli,Vieri,Senior Engineer,1995-07-23,42784,1
